Otu,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu1186,Bacteria,1,Actinobacteria,0.23,Actinobacteria,0.18,Bacillales,0.13,Prevotellaceae,0.11,Prevotella,0.11
Otu1187,Bacteria,1,Proteobacteria,0.71,Gammaproteobacteria,0.4,Burkholderiales,0.18,Coxiellaceae,0.14,Aquicella,0.14
Otu1183,Bacteria,1,Firmicutes,0.62,Bacilli,0.28,Bacillales,0.28,Erysipelotrichaceae,0.23,Turicibacter,0.17
Otu1189,Bacteria,0.87,Proteobacteria,0.32,Alphaproteobacteria,0.25,Caulobacterales,0.13,Hyphomonadaceae,0.13,Hyphomonas,0.13
Otu1182,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Pseudonocardiales,1,Pseudonocardiaceae,1,Pseudonocardia,0.56
Otu1184,Bacteria,1,Actinobacteria,0.99,Thermoleophilia,0.99,Solirubrobacterales,0.98,Parviterribacteraceae,0.43,Parviterribacter,0.43
Otu1192,Bacteria,0.9,Actinobacteria,0.4,Actinobacteria,0.35,Micrococcales,0.25,Microbacteriaceae,0.24,Microbacterium,0.21
Otu1193,Bacteria,0.79,Actinobacteria,0.41,Actinobacteria,0.39,Streptomycetales,0.2,Streptomycetaceae,0.2,Streptomyces,0.2
Otu1188,Bacteria,1,Firmicutes,0.78,Bacilli,0.78,Lactobacillales,0.71,Lactobacillaceae,0.67,Lactobacillus,0.24
Otu1190,Bacteria,1,Firmicutes,0.9,Clostridia,0.71,Clostridiales,0.71,Lachnospiraceae,0.51,Anaerotignum,0.22
Otu1191,Bacteria,1,Firmicutes,0.92,Clostridia,0.84,Clostridiales,0.84,Lachnospiraceae,0.82,Acetatifactor,0.44
Otu1194,Bacteria,1,Proteobacteria,0.55,Gammaproteobacteria,0.27,Cellvibrionales,0.24,Microbulbiferaceae,0.24,Microbulbifer,0.24
Otu1196,Bacteria,0.86,Proteobacteria,0.36,Gammaproteobacteria,0.14,Clostridiales,0.14,Weeksellaceae,0.09,Methanobacterium,0.07
Otu1198,Bacteria,0.75,Firmicutes,0.25,Thermoprotei,0.24,Sulfolobales,0.24,Sulfolobaceae,0.24,Stygiolobus,0.24
Otu1195,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Muribaculaceae,0.83,Muribaculum,0.83
Otu1203,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Howardella,0.52
Otu1197,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.95,Lactobacillaceae,0.95,Amylolactobacillus,0.65
Otu1202,Bacteria,1,Firmicutes,0.7,Clostridia,0.7,Clostridiales,0.7,Ruminococcaceae,0.46,Agathobaculum,0.31
Otu1199,Bacteria,1,Firmicutes,0.92,Clostridia,0.92,Clostridiales,0.92,Lachnospiraceae,0.64,Shuttleworthia,0.35
Otu1200,Bacteria,1,Cyanobacteria/Chloroplast,0.99,Chloroplast,0.99,Bacillales,0.01,Chloroplast,0.99,Streptophyta,0.99
Otu1201,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.95,Lactobacillaceae,0.95,Amylolactobacillus,0.45
Otu1204,Bacteria,1,Firmicutes,0.84,Bacilli,0.81,Lactobacillales,0.48,Lactobacillaceae,0.3,Rummeliibacillus,0.25
Otu1205,,,,,Bacteria,1,Acidobacteria,1,Acidobacteria_Gp6,1,Gp6,1
Otu1207,Bacteria,1,Firmicutes,0.93,Bacilli,0.77,Lactobacillales,0.7,Lactobacillaceae,0.42,Bombilactobacillus,0.24
Otu1208,Bacteria,0.93,Actinobacteria,0.2,Actinobacteria,0.2,Mycobacteriales,0.13,Corynebacteriaceae,0.12,Corynebacterium,0.12
Otu1206,Bacteria,1,Firmicutes,0.85,Bacilli,0.8,Lactobacillales,0.5,Aerococcaceae,0.44,Aerococcus,0.44
Otu1212,Bacteria,0.81,Actinobacteria,0.28,Clostridia,0.15,Clostridiales,0.15,Kiritimatiellaceae,0.1,Kiritimatiella,0.1
Otu1213,Bacteria,0.95,Cyanobacteria/Chloroplast,0.4,Cyanobacteria,0.22,Clostridiales,0.12,Family_IX,0.21,GpIX,0.21
Otu1209,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Bacteroidaceae,0.56,Bacteroides,0.31
Otu1214,Bacteria,0.96,Proteobacteria,0.46,Gammaproteobacteria,0.23,Pseudomonadales,0.12,Mycoplasmoidaceae,0.12,Mycoplasmoides,0.12
Otu1210,Bacteria,1,Firmicutes,0.99,Bacilli,0.97,Lactobacillales,0.9,Lactobacillaceae,0.9,Amylolactobacillus,0.7
Otu1211,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.95,Lactobacillaceae,0.95,Amylolactobacillus,0.93
Otu1216,Bacteria,0.79,Actinobacteria,0.36,Actinobacteria,0.35,Streptomycetales,0.21,Streptomycetaceae,0.21,Streptomyces,0.2
Otu1218,Bacteria,0.85,Proteobacteria,0.4,Deltaproteobacteria,0.21,Syntrophobacterales,0.14,Syntrophobacteraceae,0.14,Syntrophobacter,0.14
Otu1220,Bacteria,0.7,Proteobacteria,0.41,Gammaproteobacteria,0.22,Methanomicrobiales,0.21,Neisseriaceae,0.13,Neisseria,0.13
Otu1219,Bacteria,0.99,Proteobacteria,0.43,Mollicutes,0.16,Erysipelotrichales,0.16,Erysipelotrichaceae,0.16,Chloroherpeton,0.11
Otu1215,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Micromonosporales,1,Micromonosporaceae,1,Rugosimonospora,0.61
Otu1222,Bacteria,0.98,Firmicutes,0.6,Bacilli,0.56,Lactobacillales,0.51,Streptococcaceae,0.47,Lactococcus,0.3
Otu1224,Bacteria,0.77,Proteobacteria,0.36,Gammaproteobacteria,0.27,Thiotrichales,0.14,Halobacteriaceae,0.09,Thiothrix,0.07
Otu1217,Bacteria,1,Firmicutes,0.71,Bacilli,0.39,Lactobacillales,0.39,Lactobacillaceae,0.39,Bombilactobacillus,0.37
Otu1221,Bacteria,1,Firmicutes,1,Bacilli,0.98,Lactobacillales,0.87,Lactobacillaceae,0.87,Amylolactobacillus,0.59
Otu1223,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.83,Clostridium_XlVa,0.83
Otu1225,Bacteria,1,Bacteroidetes,0.67,Cytophagia,0.29,Cytophagales,0.29,Sphingobacteriaceae,0.23,Acholeplasma,0.15
Otu1227,Bacteria,0.81,Proteobacteria,0.32,Gammaproteobacteria,0.26,Clostridiales,0.17,Peptococcaceae_2,0.13,Microlunatus,0.1
Otu1226,Bacteria,1,Actinobacteria,0.58,Coriobacteriia,0.57,Lactobacillales,0.32,Lactobacillaceae,0.32,Collinsella,0.3
Otu1232,Bacteria,1,Firmicutes,0.77,Bacilli,0.74,Lactobacillales,0.71,Streptococcaceae,0.67,Streptococcus,0.38
Otu1228,Bacteria,0.99,Proteobacteria,0.53,Gammaproteobacteria,0.33,Clostridiales,0.14,Tissierellaceae,0.1,Legionella,0.1
Otu1234,Bacteria,1,Firmicutes,0.4,Alphaproteobacteria,0.24,Rhodospirillales,0.19,Acetobacteraceae,0.19,Lactobacillus,0.12
Otu1229,Bacteria,1,Firmicutes,0.84,Bacilli,0.79,Bacillales,0.46,Planococcaceae,0.4,Rummeliibacillus,0.39
Otu1231,Bacteria,1,Firmicutes,0.89,Bacilli,0.88,Lactobacillales,0.69,Carnobacteriaceae,0.57,Granulicatella,0.57
Otu1233,Bacteria,1,Firmicutes,0.91,Bacilli,0.61,Bacillales,0.33,Erysipelotrichaceae,0.29,Turicibacter,0.29
Otu1237,Bacteria,0.99,Firmicutes,0.41,Clostridia,0.4,Clostridiales,0.39,Clostridiales_Incertae_Sedis_XVII,0.38,Sulfobacillus,0.38
Otu1230,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Streptomycetales,0.99,Streptomycetaceae,0.99,Streptomyces,0.99
Otu1235,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.98,Clostridium_XlVb,0.84
Otu1238,Bacteria,1,Firmicutes,0.64,Clostridia,0.51,Clostridiales,0.46,Ruminococcaceae,0.19,Pelospora,0.14
Otu1236,Bacteria,1,Firmicutes,0.6,Bacilli,0.58,Bacillales,0.32,Planococcaceae,0.27,Gp16,0.4
Otu1240,Bacteria,0.99,Cyanobacteria/Chloroplast,0.46,Cyanobacteria,0.25,Chlorobiales,0.09,Chloroplast,0.21,Streptophyta,0.2
Otu1239,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Dorea,0.99
Otu1241,Bacteria,0.86,Proteobacteria,0.39,Chlorobia,0.25,Chlorobiales,0.25,Chlorobiaceae,0.25,Chloroherpeton,0.25
Otu1243,Bacteria,1,Firmicutes,0.7,Bacilli,0.54,Lactobacillales,0.32,Lactobacillaceae,0.16,Vagococcus,0.15
Otu1246,Bacteria,0.99,Firmicutes,0.71,Clostridia,0.43,Clostridiales,0.42,Lachnospiraceae,0.24,Paenibacillus,0.19
Otu1242,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.75
Otu1244,Bacteria,1,Firmicutes,1,Bacilli,0.96,Lactobacillales,0.75,Lactobacillaceae,0.75,Amylolactobacillus,0.66
Otu1245,,,,,Bacteria,1,Acidobacteria,0.97,Acidobacteria_Gp16,0.97,Gp16,0.97
Otu1247,Bacteria,1,Firmicutes,0.96,Bacilli,0.9,Lactobacillales,0.86,Lactobacillaceae,0.86,Amylolactobacillus,0.66
Otu1248,Bacteria,1,Firmicutes,0.99,Bacilli,0.99,Lactobacillales,0.99,Lactobacillaceae,0.97,Limosilactobacillus,0.94
Otu1249,Bacteria,1,Firmicutes,0.87,Bacilli,0.79,Bacillales,0.43,Planococcaceae,0.35,Rummeliibacillus,0.34
Otu1250,Bacteria,1,Firmicutes,0.63,Bacilli,0.61,Bacillales,0.34,Planococcaceae,0.3,Gp16,0.34
Otu1253,Bacteria,1,Firmicutes,0.81,Bacilli,0.66,Lactobacillales,0.38,Enterococcaceae,0.2,Vagococcus,0.18
Otu1252,Bacteria,1,Firmicutes,0.71,Clostridia,0.71,Clostridiales,0.7,Lachnospiraceae,0.59,Clostridium_XlVa,0.29
Otu1254,Bacteria,1,Firmicutes,0.65,Erysipelotrichia,0.65,Erysipelotrichales,0.65,Erysipelotrichaceae,0.65,Faecalitalea,0.34
Otu1261,Bacteria,0.96,Proteobacteria,0.29,Gammaproteobacteria,0.17,Bacteroidales,0.09,Alteromonadaceae,0.06,Subdivision5_genera_incertae_sedis,0.09
Otu1256,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.78,Lactobacillaceae,0.78,Lactobacillus,0.6
Otu1255,Bacteria,1,Firmicutes,0.78,Bacilli,0.75,Bacillales,0.4,Planococcaceae,0.33,Rummeliibacillus,0.32
Otu1257,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Amylolactobacillus,0.6
Otu1258,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.96,Lactobacillaceae,0.96,Amylolactobacillus,0.61
Otu1260,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodospirillales,1,Acetobacteraceae,1,Roseomonas,1
Otu1259,Bacteria,1,Firmicutes,0.62,Clostridia,0.5,Clostridiales,0.49,Clostridiaceae_1,0.29,Clostridium_sensu_stricto,0.29
Otu1262,Bacteria,1,Firmicutes,0.99,Bacilli,0.87,Lactobacillales,0.73,Lactobacillaceae,0.73,Amylolactobacillus,0.47
Otu1263,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.7
Otu1264,Bacteria,1,Actinobacteria,0.9,Coriobacteriia,0.9,Eggerthellales,0.71,Eggerthellaceae,0.71,Slackia,0.63
Otu1266,Bacteria,1,Firmicutes,0.95,Bacilli,0.95,Bacillales,0.49,Planococcaceae,0.42,Rummeliibacillus,0.4
Otu1270,,,Archaea,1,Thaumarchaeota,1,Nitrososphaerales,1,Nitrososphaeraceae,1,Nitrososphaera,1
Otu1265,Bacteria,1,Firmicutes,0.81,Bacilli,0.78,Bacillales,0.4,Planococcaceae,0.3,Rummeliibacillus,0.29
Otu1268,Bacteria,1,Firmicutes,0.86,Clostridia,0.81,Clostridiales,0.74,Ruminococcaceae,0.71,Ruminococcus,0.7
Otu1271,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.98,Bacteroidales,0.98,Muribaculaceae,0.58,Muribaculum,0.58
Otu1267,Bacteria,1,Cyanobacteria/Chloroplast,0.8,Chloroplast,0.8,Bacillales,0.16,Chloroplast,0.8,Streptophyta,0.8
Otu1269,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.91,Lactobacillaceae,0.91,Amylolactobacillus,0.84
Otu1251,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.96,Lactobacillaceae,0.96,Lactobacillus,0.73
Otu1273,Bacteria,0.95,Proteobacteria,0.37,Gammaproteobacteria,0.34,Campylobacterales,0.17,Helicobacteraceae,0.16,Helicobacter,0.16
Otu1272,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Micromonosporales,1,Micromonosporaceae,1,Micromonospora,0.98
Otu1276,Bacteria,1,Firmicutes,0.99,Clostridia,0.94,Clostridiales,0.94,Ruminococcaceae,0.49,Papillibacter,0.41
Otu1274,Bacteria,1,Firmicutes,0.88,Bacilli,0.84,Bacillales,0.63,Bacillaceae_1,0.41,Peribacillus,0.34
Otu1279,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.97,Mediterraneibacter,0.42
Otu1275,Bacteria,1,Firmicutes,0.87,Bacilli,0.72,Bacillales,0.43,Planococcaceae,0.39,Kurthia,0.22
Otu1278,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.96,Bacteroidales,0.96,Bacteroidaceae,0.8,Bacteroides,0.56
Otu1277,Bacteria,1,Firmicutes,1,Bacilli,0.97,Lactobacillales,0.84,Lactobacillaceae,0.84,Amylolactobacillus,0.77
Otu1280,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Blautia,0.94
Otu1282,Bacteria,1,Firmicutes,0.89,Bacilli,0.85,Lactobacillales,0.54,Lactobacillaceae,0.42,Companilactobacillus,0.3
Otu1286,Bacteria,0.95,Firmicutes,0.28,Spirochaetia,0.26,Spirochaetales,0.26,Spirochaetaceae,0.23,Spirochaeta,0.12
Otu1283,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.59
Otu1284,Bacteria,1,Bacteroidetes,0.7,Cytophagia,0.54,Cytophagales,0.54,Flammeovirgaceae,0.24,Sediminitomix,0.12
Otu1287,Bacteria,1,Firmicutes,0.82,Bacilli,0.81,Bacillales,0.44,Planococcaceae,0.38,Rummeliibacillus,0.37
Otu1288,Bacteria,1,Verrucomicrobia,0.96,Verrucomicrobiae,0.96,Verrucomicrobiales,0.96,Akkermansiaceae,0.96,Akkermansia,0.96
Otu1289,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,0.99,Lactobacillaceae,0.99,Lactobacillus,0.71
Otu1285,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Pseudonocardiales,1,Pseudonocardiaceae,1,Saccharopolyspora,1
Otu1290,Bacteria,1,Firmicutes,1,Bacilli,0.99,Lactobacillales,0.93,Lactobacillaceae,0.49,Aerococcus,0.38
Otu1293,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Mediterraneibacter,0.83
Otu1291,Bacteria,1,Firmicutes,0.83,Bacilli,0.67,Lactobacillales,0.34,Planococcaceae,0.27,Rummeliibacillus,0.27
Otu1292,Bacteria,1,Firmicutes,0.74,Bacilli,0.63,Bacillales,0.35,Planococcaceae,0.24,Rummeliibacillus,0.23
Otu1297,Bacteria,1,Actinobacteria,0.4,Actinobacteria,0.4,Propionibacteriales,0.34,Nocardioidaceae,0.34,Aeromicrobium,0.33
Otu1294,Bacteria,1,Firmicutes,0.99,Bacilli,0.97,Lactobacillales,0.86,Lactobacillaceae,0.86,Amylolactobacillus,0.59
Otu1281,Bacteria,1,Firmicutes,0.96,Bacilli,0.42,Lactobacillales,0.42,Lactobacillaceae,0.38,Pseudoflavonifractor,0.26
Otu1295,Bacteria,1,Firmicutes,0.81,Bacilli,0.63,Bacillales,0.49,Planococcaceae,0.25,Gp16,0.18
Otu1296,Bacteria,0.99,Proteobacteria,0.75,Gammaproteobacteria,0.32,Burkholderiales,0.12,Chlorobiaceae,0.12,Chloroherpeton,0.12
Otu1298,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Pseudobutyrivibrio,0.47
Otu1302,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.92,Lacrimispora,0.48
Otu1300,Bacteria,1,Bacteroidetes,0.64,Bacteroidia,0.64,Bacteroidales,0.64,Bacteroidaceae,0.64,Anaerorhabdus,0.64
Otu1299,Bacteria,1,Firmicutes,0.85,Bacilli,0.84,Bacillales,0.52,Planococcaceae,0.44,Rummeliibacillus,0.43
Otu1301,Bacteria,1,Firmicutes,0.84,Bacilli,0.82,Bacillales,0.42,Planococcaceae,0.35,Kurthia,0.22
Otu1308,Bacteria,0.93,Bacteroidetes,0.31,Deltaproteobacteria,0.19,Desulfobacterales,0.18,Desulfobacteraceae,0.18,Desulfobacula,0.18
Otu1307,Bacteria,0.76,Proteobacteria,0.33,Thermoprotei,0.24,Sulfolobales,0.24,Sulfolobaceae,0.24,Saccharolobus,0.24
Otu1303,Bacteria,1,Actinobacteria,0.72,Actinobacteria,0.34,Gaiellales,0.21,Gaiellaceae,0.21,Gaiella,0.21
Otu1304,Bacteria,1,Firmicutes,0.54,Bacilli,0.53,Bacillales,0.53,Thermoactinomycetaceae_1,0.52,Seinonella,0.52
Otu1306,Bacteria,1,Firmicutes,0.83,Bacilli,0.82,Lactobacillales,0.73,Lactobacillaceae,0.55,Companilactobacillus,0.27
Otu1310,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.96,Frisingicoccus,0.56
Otu1309,Bacteria,1,Firmicutes,0.98,Bacilli,0.98,Lactobacillales,0.9,Lactobacillaceae,0.9,Amylolactobacillus,0.74
Otu1311,Bacteria,1,Firmicutes,0.72,Bacilli,0.55,Bacillales,0.41,Planococcaceae,0.26,Gp16,0.25
Otu1312,Bacteria,1,Actinobacteria,1,Thermoleophilia,0.94,Gaiellales,0.94,Gaiellaceae,0.94,Gaiella,0.94
Otu1317,Bacteria,0.9,Firmicutes,0.24,Alphaproteobacteria,0.17,Clostridiales,0.14,Clostridiales_Incertae_Sedis_XIII,0.1,Anaerovorax,0.08
Otu1314,Bacteria,1,Firmicutes,0.82,Bacilli,0.69,Lactobacillales,0.4,Streptococcaceae,0.27,Lactococcus,0.26
Otu1313,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,0.97,Limosilactobacillus,0.97
Otu1305,Bacteria,1,Firmicutes,0.86,Bacilli,0.72,Bacillales,0.36,Planococcaceae,0.33,Rummeliibacillus,0.28
Otu1316,Bacteria,1,Actinobacteria,0.76,Coriobacteriia,0.75,Coriobacteriales,0.46,Coriobacteriaceae,0.46,Collinsella,0.46
Otu1315,Bacteria,1,Firmicutes,0.89,Bacilli,0.67,Bacillales,0.34,Planococcaceae,0.29,Rummeliibacillus,0.26
Otu1318,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Mediterraneibacter,0.86
Otu1319,Bacteria,1,Firmicutes,0.85,Bacilli,0.47,Lactobacillales,0.38,Veillonellaceae,0.23,Dialister,0.22
Otu1324,Bacteria,1,Firmicutes,1,Bacilli,0.97,Lactobacillales,0.93,Lactobacillaceae,0.93,Amylolactobacillus,0.64
Otu1322,Bacteria,1,Actinobacteria,0.64,Coriobacteriia,0.64,Coriobacteriales,0.4,Coriobacteriaceae,0.4,Collinsella,0.4
Otu1320,Bacteria,1,Firmicutes,1,Bacilli,0.98,Lactobacillales,0.97,Lactobacillaceae,0.97,Lactobacillus,0.7
Otu1326,Bacteria,1,Bacteroidetes,0.91,Bacteroidia,0.87,Bacteroidales,0.87,Bacteroidaceae,0.81,Phocaeicola,0.69
Otu1327,Bacteria,0.95,Actinobacteria,0.55,Actinobacteria,0.54,Bifidobacteriales,0.2,Bifidobacteriaceae,0.2,Bifidobacterium,0.16
Otu1323,Bacteria,1,Firmicutes,0.92,Bacilli,0.76,Bacillales,0.38,Planococcaceae,0.33,Rummeliibacillus,0.32
Otu1321,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Propionibacteriales,1,Propionibacteriaceae,1,Cutibacterium,0.99
Otu1325,Bacteria,0.98,Proteobacteria,0.43,Alphaproteobacteria,0.34,Rhodobacterales,0.17,Rhodobacteraceae,0.17,Herpetosiphon,0.12
Otu1328,Bacteria,1,Proteobacteria,0.56,Betaproteobacteria,0.27,Burkholderiales,0.24,Oxalobacteraceae,0.09,Massilia,0.07
Otu1329,Bacteria,1,Actinobacteria,0.81,Coriobacteriia,0.8,Eggerthellales,0.8,Eggerthellaceae,0.8,Adlercreutzia,0.45
Otu1334,Bacteria,0.9,Chlorobi,0.37,Chlorobia,0.37,Chlorobiales,0.37,Chlorobiaceae,0.37,Chloroherpeton,0.37
Otu1336,Bacteria,0.91,Bacteroidetes,0.24,Sphingobacteriia,0.22,Sphingobacteriales,0.22,Sphingobacteriaceae,0.22,Microgenomates_genera_incertae_sedis,0.13
Otu1332,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.74,Anaerobutyricum,0.59
Otu1335,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Anaerosporobacter,0.56
Otu1333,Bacteria,1,Firmicutes,0.96,Bacilli,0.94,Bacillales,0.53,Planococcaceae,0.41,Rummeliibacillus,0.41
Otu1330,Bacteria,1,Firmicutes,0.99,Bacilli,0.89,Bacillales,0.45,Lactobacillaceae,0.44,Amylolactobacillus,0.25
Otu1331,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Micromonosporales,1,Micromonosporaceae,1,Dactylosporangium,0.63
Otu1338,Bacteria,1,Bacteroidetes,0.78,Sphingobacteriia,0.54,Sphingobacteriales,0.54,Sphingobacteriaceae,0.54,Pedobacter,0.27
Otu1341,Bacteria,0.83,Proteobacteria,0.24,Planctomycetacia,0.08,Bacillales,0.07,Planctomycetaceae,0.07,Parcubacteria_genera_incertae_sedis,0.2
Otu1340,Bacteria,1,Actinobacteria,0.71,Coriobacteriia,0.71,Coriobacteriales,0.44,Coriobacteriaceae,0.44,Collinsella,0.44
Otu1343,Bacteria,1,Firmicutes,0.95,Bacilli,0.76,Lactobacillales,0.63,Lactobacillaceae,0.37,Bombilactobacillus,0.28
Otu1339,Bacteria,1,Firmicutes,0.82,Bacilli,0.74,Bacillales,0.45,Planococcaceae,0.39,Rummeliibacillus,0.37
Otu1345,Bacteria,0.9,Proteobacteria,0.3,Actinobacteria,0.18,Spirochaetales,0.17,Spirochaetaceae,0.16,Spirochaeta,0.16
Otu1342,Bacteria,1,Firmicutes,0.91,Bacilli,0.91,Lactobacillales,0.91,Lactobacillaceae,0.9,Lactobacillus,0.69
Otu1344,Bacteria,1,Actinobacteria,0.76,Coriobacteriia,0.76,Eggerthellales,0.41,Eggerthellaceae,0.41,Collinsella,0.35
Otu1337,Bacteria,1,Proteobacteria,0.95,Deltaproteobacteria,0.94,Myxococcales,0.94,Polyangiaceae,0.65,Jahnella,0.21
Otu1346,Bacteria,1,Firmicutes,0.71,Bacilli,0.7,Lactobacillales,0.7,Lactobacillaceae,0.7,Lactobacillus,0.46
Otu1348,Bacteria,1,Firmicutes,0.94,Clostridia,0.94,Clostridiales,0.94,Lachnospiraceae,0.92,Enterocloster,0.71
Otu1347,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,0.62
Otu1349,Bacteria,0.84,Proteobacteria,0.53,Gammaproteobacteria,0.36,Legionellales,0.26,Legionellaceae,0.26,Legionella,0.26
Otu1352,Bacteria,1,Verrucomicrobia,0.86,Spartobacteria,0.68,Verrucomicrobiales,0.18,Akkermansiaceae,0.18,Spartobacteria_genera_incertae_sedis,0.68
Otu1350,Bacteria,1,Firmicutes,0.81,Clostridia,0.8,Clostridiales,0.8,Lachnospiraceae,0.76,Caecibacterium,0.45
Otu1351,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Lachnospiracea_incertae_sedis,0.99
Otu1353,Bacteria,1,Firmicutes,0.79,Bacilli,0.58,Bacillales,0.41,Planococcaceae,0.24,Gp16,0.2
Otu1358,Bacteria,0.87,Actinobacteria,0.21,Actinobacteria,0.17,Clostridiales,0.12,Lachnospiraceae,0.1,Allosalinactinospora,0.07
Otu1357,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Eisenbergiella,0.78
Otu1359,Bacteria,0.95,Parcubacteria,0.27,Gammaproteobacteria,0.13,Clostridiales,0.1,Chloroplast,0.13,Parcubacteria_genera_incertae_sedis,0.27
Otu1361,Bacteria,0.95,Firmicutes,0.32,Erysipelotrichia,0.22,Erysipelotrichales,0.22,Erysipelotrichaceae,0.22,Chloroherpeton,0.13
Otu1354,Bacteria,1,Actinobacteria,1,Rubrobacteria,0.79,Rubrobacterales,0.79,Rubrobacteraceae,0.79,Rubrobacter,0.79
Otu1356,Bacteria,1,Firmicutes,0.98,Clostridia,0.82,Clostridiales,0.82,Eubacteriaceae,0.34,Eubacterium,0.34
Otu1362,Bacteria,0.8,Proteobacteria,0.21,Halobacteria,0.18,Halobacteriales,0.15,Halobacteriaceae,0.12,Octadecabacter,0.09
Otu1355,Bacteria,1,Proteobacteria,0.42,Clostridia,0.3,Clostridiales,0.3,Lachnospiraceae,0.17,Blautia,0.14
Otu1363,Bacteria,0.99,Firmicutes,0.77,Bacilli,0.53,Bacillales,0.53,Sporolactobacillaceae,0.33,Alkalicoccus,0.33
Otu1360,Bacteria,1,Actinobacteria,1,Actinobacteria,1,Propionibacteriales,0.99,Nocardioidaceae,0.98,Nocardioides,0.98
Otu1366,Bacteria,0.94,Firmicutes,0.25,Flavobacteriia,0.23,Flavobacteriales,0.23,Flavobacteriaceae,0.23,Winogradskyella,0.18
Otu1365,Bacteria,0.99,Proteobacteria,0.46,Oligoflexia,0.29,Bacteriovoracales,0.29,Halobacteriovoraceae,0.29,Halobacteriovorax,0.29
Otu1369,Bacteria,0.94,Proteobacteria,0.49,Alphaproteobacteria,0.31,Rhizobiales,0.25,Rhizobiaceae,0.24,Rhizobium,0.24
Otu1371,Bacteria,0.83,Campilobacterota,0.38,Campylobacteria,0.38,Campylobacterales,0.38,Campylobacteraceae,0.3,Campylobacter,0.3
Otu1367,Bacteria,1,Actinobacteria,0.49,Actinobacteria,0.49,Bacillales,0.43,Staphylococcaceae,0.26,Cutibacterium,0.25
Otu1368,Bacteria,1,Firmicutes,0.85,Bacilli,0.82,Lactobacillales,0.74,Lactobacillaceae,0.47,Holzapfelia,0.2
Otu1375,Bacteria,0.56,Woesearchaeota,0.36,Bacilli,0.12,Burkholderiales,0.07,Enterococcaceae,0.05,Woesearchaeota_Incertae_Sedis_AR16,0.32
